lbd,S,freq,mu
1.27864e-06,-85.0,234461973659513.25,-48.05103628100339
1.27862e-06,-80.1069636,234465641081791.3,-48.04736445253116
1.2786e-06,-85.0,234469308618801.84,-48.04369250918862
1.27858e-06,-85.0,234472976270550.16,-48.040020450970445
1.27856e-06,-85.0,234476644037041.66,-48.03634827787123
1.27854e-06,-76.3895502,234480311918281.8,-48.03267598988549
1.27852e-06,-78.5143994,234483979914275.88,-48.02900358700797
1.2785e-06,-80.6354554,234487648025029.34,-48.025331069233175
1.27848e-06,-76.546013,234491316250547.53,-48.021658436555775
1.27846e-06,-70.4079426,234494984590835.84,-48.017985688970356
1.27844e-06,-65.08145,234498653045899.7,-48.01431282647152
1.27842e-06,-57.5151025,234502321615744.44,-48.01063984905387
1.2784e-06,-50.5326257,234505990300375.5,-48.00696675671199
1.27838e-06,-48.6030522,234509659099798.2,-48.00329354944058
1.27836e-06,-48.5882498,234513328014017.94,-47.99962022723418
1.27834e-06,-50.4658043,234516997043040.2,-47.99594679008735
1.27832e-06,-56.7880171,234520666186870.25,-47.99227323799478
1.2783e-06,-64.3744527,234524335445513.6,-47.98859957095098
1.27828e-06,-69.7769835,234528004818975.5,-47.984925788950676
1.27826e-06,-74.5336316,234531674307261.4,-47.981251891988414
1.27824e-06,-77.5052899,234535343910376.78,-47.977577880058725
1.27822e-06,-85.0,234539013628326.88,-47.97390375315635
1.2782e-06,-79.2052246,234542683461117.2,-47.97022951127578
1.27818e-06,-78.5110522,234546353408753.06,-47.96655515441167
1.27816e-06,-84.0742696,234550023471239.9,-47.9628806825586
1.27814e-06,-79.960034,234553693648583.12,-47.95920609571117
1.27812e-06,-78.0309912,234557363940788.03,-47.95553139386404
1.2781e-06,-79.9256166,234561034347860.1,-47.95185657701176
1.27808e-06,-78.3859123,234564704869804.72,-47.9481816451489
1.27806e-06,-81.043504,234568375506627.22,-47.944506598270145
1.27804e-06,-78.8127682,234572046258333.1,-47.94083143636999
1.27802e-06,-77.7868214,234575717124927.62,-47.93715615944314
1.278e-06,-83.3307243,234579388106416.25,-47.93348076748417
1.27798e-06,-85.0,234583059202804.44,-47.92980526048758
1.27796e-06,-82.6525229,234586730414097.47,-47.92612963844811
1.27794e-06,-80.3510763,234590401740300.8,-47.92245390136026
1.27792e-06,-85.0,234594073181419.8,-47.91877804921869
1.2779e-06,-85.0,234597744737459.88,-47.91510208201798
1.27788e-06,-77.6119303,234601416408426.47,-47.91142599975267
1.27786e-06,-78.7247094,234605088194324.88,-47.90774980241746
1.27784e-06,-85.0,234608760095160.6,-47.90407349000685
1.27782e-06,-85.0,234612432110938.94,-47.900397062515516
1.2778e-06,-81.4348134,234616104241665.34,-47.89672051993802
1.27778e-06,-85.0,234619776487345.25,-47.89304386226891
1.27776e-06,-85.0,234623448847983.97,-47.88936708950287
1.27774e-06,-85.0,234627121323586.97,-47.88569020163443
1.27772e-06,-77.6293023,234630793914159.6,-47.882013198658235
1.2777e-06,-79.3201881,234634466619707.28,-47.878336080568836
1.27768e-06,-85.0,234638139440235.44,-47.874658847360834
1.27766e-06,-85.0,234641812375749.4,-47.870981499028865
1.27764e-06,-85.0,234645485426254.62,-47.86730403556749
1.27762e-06,-77.344616,234649158591756.56,-47.86362645697124
1.2776e-06,-76.9655083,234652831872260.47,-47.85994876323485
1.27758e-06,-77.7591434,234656505267771.9,-47.85627095435275
1.27756e-06,-76.3024236,234660178778296.12,-47.852593030319696
1.27754e-06,-78.9086569,234663852403838.62,-47.848914991130165
1.27752e-06,-78.1970602,234667526144404.78,-47.84523683677879
1.2775e-06,-78.7102886,234671200000000.0,-47.84155856726015
1.27748e-06,-80.9424829,234674873970629.7,-47.83788018256883
1.27746e-06,-84.8270235,234678548056299.22,-47.83420168269946
1.27744e-06,-79.9004494,234682222257014.0,-47.83052306764662
1.27742e-06,-77.5527214,234685896572779.53,-47.82684433740479
1.2774e-06,-78.3566521,234689571003601.06,-47.82316549196874
1.27738e-06,-82.4245482,234693245549484.12,-47.81948653133291
1.27736e-06,-80.6658433,234696920210434.03,-47.815807455492
1.27734e-06,-85.0,234700594986456.22,-47.812128264440545
1.27732e-06,-85.0,234704269877556.16,-47.80844895817309
1.2773e-06,-80.5642455,234707944883739.12,-47.80476953668433
1.27728e-06,-80.8459924,234711620005010.66,-47.801089999968745
1.27726e-06,-79.5474495,234715295241376.06,-47.797410348021
1.27724e-06,-80.8255264,234718970592840.8,-47.79373058083563
1.27722e-06,-80.1253071,234722646059410.28,-47.79005069840724
1.2772e-06,-85.0,234726321641089.88,-47.78637070073044
1.27718e-06,-80.9454582,234729997337885.03,-47.78269058779976
1.27716e-06,-85.0,234733673149801.12,-47.77901035960984
1.27714e-06,-80.6233248,234737349076843.56,-47.77533001615526
1.27712e-06,-85.0,234741025119017.8,-47.77164955743054
1.2771e-06,-85.0,234744701276329.2,-47.767968983430364
1.27708e-06,-76.1731955,234748377548783.16,-47.76428829414926
1.27706e-06,-78.9880803,234752053936385.12,-47.76060748958181
1.27704e-06,-77.4533352,234755730439140.5,-47.7569265697226
1.27702e-06,-80.3457068,234759407057054.72,-47.7532455345662
1.277e-06,-85.0,234763083790133.12,-47.74956438410724
1.27698e-06,-77.4876659,234766760638381.16,-47.74588311834029
1.27696e-06,-78.4638579,234770437601804.28,-47.74220173725987
1.27694e-06,-85.0,234774114680407.84,-47.73852024086062
1.27692e-06,-76.0429968,234777791874197.3,-47.73483862913709
1.2769e-06,-81.0169054,234781469183178.0,-47.73115690208394
1.27688e-06,-77.0890229,234785146607355.4,-47.727475059695664
1.27686e-06,-80.2995921,234788824146734.97,-47.72379310196683
1.27684e-06,-85.0,234792501801322.0,-47.720111028892106
1.27682e-06,-79.6561261,234796179571122.03,-47.716428840465966
1.2768e-06,-80.6976113,234799857456140.34,-47.71274653668311
1.27678e-06,-85.0,234803535456382.44,-47.70906411753805
1.27676e-06,-78.8384049,234807213571853.75,-47.70538158302532
1.27674e-06,-78.7732714,234810891802559.62,-47.70169893313958
1.27672e-06,-79.1596312,234814570148505.56,-47.69801616787532
1.2767e-06,-78.3011163,234818248609696.88,-47.69433328722724
1.27668e-06,-85.0,234821927186139.03,-47.69065029118983
1.27666e-06,-85.0,234825605877837.5,-47.686967179757644
1.27664e-06,-77.2200687,234829284684797.6,-47.68328395292536
1.27662e-06,-81.2003695,234832963607024.8,-47.67960061068745
1.2766e-06,-80.9166283,234836642644524.53,-47.675917153038554
1.27658e-06,-82.9906982,234840321797302.16,-47.67223357997325
1.27656e-06,-81.927132,234844001065363.2,-47.66854989148603
1.27654e-06,-83.6959938,234847680448712.94,-47.66486608757159
1.27652e-06,-79.6115473,234851359947356.84,-47.661182168224464
1.2765e-06,-77.5589841,234855039561300.44,-47.65749813343913
1.27648e-06,-85.0,234858719290549.0,-47.65381398321029
1.27646e-06,-79.1591603,234862399135108.03,-47.650129717532444
1.27644e-06,-75.4298939,234866079094982.9,-47.64644533640021
1.27642e-06,-78.1652501,234869759170179.06,-47.64276083980815
1.2764e-06,-81.3682501,234873439360701.97,-47.63907622775077
1.27638e-06,-85.0,234877119666556.97,-47.63539150022274
1.27636e-06,-78.9196014,234880800087749.56,-47.63170665721854
1.27634e-06,-82.4727173,234884480624285.06,-47.62802169873285
1.27632e-06,-84.9254405,234888161276168.97,-47.62433662476018
1.2763e-06,-78.9522416,234891842043406.72,-47.62065143529507
1.27628e-06,-77.2155263,234895522926003.7,-47.61696613033215
1.27626e-06,-78.9718905,234899203923965.34,-47.61328070986593
1.27624e-06,-79.7607777,234902885037297.06,-47.609595173891044
1.27622e-06,-85.0,234906566266004.28,-47.60590952240204
1.2762e-06,-85.0,234910247610092.47,-47.60222375539344
1.27618e-06,-77.9235346,234913929069566.97,-47.5985378728599
1.27616e-06,-80.4398626,234917610644433.3,-47.59485187479588
1.27614e-06,-85.0,234921292334696.8,-47.59116576119606
1.27612e-06,-82.5823932,234924974140362.97,-47.587479532054935
1.2761e-06,-81.9051805,234928656061437.2,-47.58379318736709
1.27608e-06,-78.3927353,234932338097924.88,-47.58010672712712
1.27606e-06,-82.5740363,234936020249831.53,-47.5764201513295
1.27604e-06,-82.2494038,234939702517162.47,-47.57273345996893
1.27602e-06,-85.0,234943384899923.2,-47.5690466530399
1.276e-06,-80.8792868,234947067398119.12,-47.565359730536954
1.27598e-06,-85.0,234950750011755.66,-47.56167269245473
1.27596e-06,-79.2903099,234954432740838.25,-47.55798553878773
1.27594e-06,-78.8669804,234958115585372.34,-47.55429826953053
1.27592e-06,-78.408855,234961798545363.34,-47.55061088467771
1.2759e-06,-83.187116,234965481620816.7,-47.54692338422382
1.27588e-06,-85.0,234969164811737.78,-47.543235768163456
1.27586e-06,-78.9648464,234972848118132.06,-47.53954803649116
1.27584e-06,-77.625424,234976531540005.03,-47.53586018920145
1.27582e-06,-82.859327,234980215077362.0,-47.532172226288985
1.2758e-06,-81.4451631,234983898730208.5,-47.52848414774824
1.27578e-06,-79.5712673,234987582498549.9,-47.52479595357382
1.27576e-06,-77.3039052,234991266382391.66,-47.521107643760296
1.27574e-06,-79.2835055,234994950381739.22,-47.51741921830218
1.27572e-06,-83.1585705,234998634496598.0,-47.51373067719407
1.2757e-06,-82.1243379,235002318726973.44,-47.51004202043052
1.27568e-06,-85.0,235006003072870.94,-47.50635324800611
1.27566e-06,-81.4090357,235009687534295.97,-47.502664359915364
1.27564e-06,-82.1980587,235013372111253.97,-47.498975356152854
1.27562e-06,-80.8082899,235017056803750.3,-47.495286236713184
1.2756e-06,-85.0,235020741611790.56,-47.49159700159078
1.27558e-06,-84.2608591,235024426535380.0,-47.48790765078037
1.27556e-06,-85.0,235028111574524.12,-47.48421818427644
1.27554e-06,-80.2753225,235031796729228.4,-47.48052860207352
1.27552e-06,-83.1939799,235035481999498.25,-47.476838904166186
1.2755e-06,-80.3748803,235039167385339.1,-47.473149090549
1.27548e-06,-77.5612498,235042852886756.38,-47.46945916121652
1.27546e-06,-80.3921909,235046538503755.5,-47.46576911616334
1.27544e-06,-85.0,235050224236341.97,-47.46207895538393
1.27542e-06,-79.5935722,235053910084521.2,-47.4583886788729
1.2754e-06,-81.6612516,235057596048298.56,-47.454698286624826
1.27538e-06,-81.8401387,235061282127679.6,-47.45100777863421
1.27536e-06,-78.719671,235064968322669.66,-47.44731715489566
1.27534e-06,-78.624643,235068654633274.28,-47.44362641540364
1.27532e-06,-79.1968174,235072341059498.78,-47.43993556015284
1.2753e-06,-77.5559068,235076027601348.7,-47.436244589137715
1.27528e-06,-79.0167751,235079714258829.44,-47.432553502352825
1.27526e-06,-81.3482237,235083401031946.4,-47.42886229979278
1.27524e-06,-85.0,235087087920705.12,-47.425170981452055
1.27522e-06,-85.0,235090774925110.97,-47.42147954732526
1.2752e-06,-83.5538841,235094462045169.38,-47.417787997406954
1.27518e-06,-79.722279,235098149280885.84,-47.414096331691624
1.27516e-06,-84.706417,235101836632265.75,-47.410404550173894
1.27514e-06,-85.0,235105524099314.6,-47.40671265284826
1.27512e-06,-79.8966288,235109211682037.78,-47.403020639709304
1.2751e-06,-78.9445655,235112899380440.75,-47.39932851075159
1.27508e-06,-81.4722108,235116587194528.97,-47.395636265969635
1.27506e-06,-78.7115236,235120275124307.88,-47.39194390535799
1.27504e-06,-78.8081961,235123963169782.94,-47.3882514289112
1.27502e-06,-79.5184319,235127651330959.53,-47.38455883662385
1.275e-06,-83.0048028,235131339607843.12,-47.3808661284905
1.27498e-06,-85.0,235135028000439.22,-47.377173304505625
1.27496e-06,-80.0796636,235138716508753.22,-47.37348036466381
1.27494e-06,-85.0,235142405132790.6,-47.369787308959594
1.27492e-06,-78.7720036,235146093872556.72,-47.366094137387584
1.2749e-06,-76.4130563,235149782728057.1,-47.362400849942276
1.27488e-06,-79.8994772,235153471699297.2,-47.35870744661819
1.27486e-06,-77.8395948,235157160786282.4,-47.35501392740992
1.27484e-06,-84.4182091,235160849989018.22,-47.351320292311996
1.27482e-06,-85.0,235164539307510.1,-47.347626541318924
1.2748e-06,-83.9923577,235168228741763.4,-47.34393267442534
1.27478e-06,-85.0,235171918291783.7,-47.3402386916257
1.27476e-06,-85.0,235175607957576.3,-47.33654459291462
1.27474e-06,-76.19427,235179297739146.78,-47.3328503782866
1.27472e-06,-83.030126,235182987636500.56,-47.329156047736156
1.2747e-06,-77.0535017,235186677649643.03,-47.32546160125791
1.27468e-06,-79.2903303,235190367778579.75,-47.3217670388463
1.27466e-06,-85.0,235194058023316.03,-47.318072360496004
1.27464e-06,-85.0,235197748383857.38,-47.31437756620151
1.27462e-06,-85.0,235201438860209.3,-47.31068265595727
1.2746e-06,-85.0,235205129452377.22,-47.30698762975793
1.27458e-06,-85.0,235208820160366.56,-47.30329248759799
1.27456e-06,-85.0,235212510984182.78,-47.29959722947202
1.27454e-06,-78.8246348,235216201923831.3,-47.295901855374574
1.27452e-06,-81.1870948,235219892979317.72,-47.29220636530008
1.2745e-06,-79.2144977,235223584150647.3,-47.288510759243216
1.27448e-06,-85.0,235227275437825.62,-47.28481503719845
1.27446e-06,-78.0319977,235230966840858.1,-47.28111919916034
1.27444e-06,-77.5616919,235234658359750.16,-47.27742324512343
1.27442e-06,-77.2744077,235238349994507.3,-47.27372717508222
1.2744e-06,-85.0,235242041745134.97,-47.270030989031305
1.27438e-06,-76.4388901,235245733611638.62,-47.26633468696517
1.27436e-06,-78.033739,235249425594023.66,-47.26263826887843
1.27434e-06,-78.9981028,235253117692295.6,-47.258941734765564
1.27432e-06,-79.608548,235256809906459.94,-47.255245084621045
1.2743e-06,-85.0,235260502236522.0,-47.25154831843957
1.27428e-06,-79.0150658,235264194682487.34,-47.247851436215555
1.27426e-06,-85.0,235267887244361.44,-47.244154437943536
1.27424e-06,-85.0,235271579922149.66,-47.240457323618124
1.27422e-06,-82.3974026,235275272715857.56,-47.236760093233755
1.2742e-06,-79.1606014,235278965625490.5,-47.23306274678508
1.27418e-06,-83.519726,235282658651054.0,-47.22936528426656
1.27416e-06,-80.7235573,235286351792553.53,-47.22566770567271
1.27414e-06,-81.3181343,235290045049994.5,-47.221970010998135
1.27412e-06,-84.1470854,235293738423382.44,-47.21827220023729
1.2741e-06,-79.16484,235297431912722.72,-47.214574273384784
1.27408e-06,-85.0,235301125518020.84,-47.21087623043512
1.27406e-06,-85.0,235304819239282.3,-47.207178071382785
1.27404e-06,-85.0,235308513076512.5,-47.2034797962224
1.27402e-06,-80.4053992,235312207029716.97,-47.1997814049484
1.274e-06,-80.9963864,235315901098901.1,-47.196082897555414
1.27398e-06,-79.1765781,235319595284070.38,-47.192384274037906
1.27396e-06,-79.2774835,235323289585230.3,-47.188685534390395
1.27394e-06,-84.318353,235326984002386.28,-47.18498667860749
1.27392e-06,-85.0,235330678535543.84,-47.18128770668361
1.2739e-06,-77.7590288,235334373184708.38,-47.1775886186134
1.27388e-06,-81.6693261,235338067949885.38,-47.17388941439133
1.27386e-06,-79.487039,235341762831080.34,-47.17019009401191
1.27384e-06,-85.0,235345457828298.7,-47.166490657469716
1.27382e-06,-76.7252314,235349152941545.9,-47.16279110475924
1.2738e-06,-85.0,235352848170827.44,-47.15909143587505
1.27378e-06,-85.0,235356543516148.78,-47.15539165081163
1.27376e-06,-80.9688992,235360238977515.4,-47.151691749563504
1.27374e-06,-85.0,235363934554932.72,-47.14799173212527
1.27372e-06,-80.5823399,235367630248406.22,-47.14429159849141
1.2737e-06,-77.2331746,235371326057941.44,-47.140591348656386
1.27368e-06,-80.8864629,235375021983543.75,-47.13689098261482
1.27366e-06,-76.817497,235378718025218.7,-47.13319050036118
1.27364e-06,-76.2497559,235382414182971.62,-47.12948990189008
1.27362e-06,-85.0,235386110456808.12,-47.12578918719595
1.2736e-06,-85.0,235389806846733.7,-47.12208835627328
1.27358e-06,-78.9112483,235393503352753.66,-47.11838740911672
1.27356e-06,-79.1968936,235397199974873.6,-47.114686345720706
1.27354e-06,-85.0,235400896713098.9,-47.11098516607983
1.27352e-06,-85.0,235404593567435.12,-47.10728387018854
1.2735e-06,-79.1968936,235408290537887.72,-47.103582458041366
1.27348e-06,-76.9515708,235411987624462.1,-47.0998809296329
1.27346e-06,-81.9859964,235415684827163.8,-47.09617928495757
1.27344e-06,-80.2474273,235419382145998.25,-47.09247752401
1.27342e-06,-78.0714284,235423079580970.9,-47.088775646784676
1.2734e-06,-77.7319367,235426777132087.34,-47.08507365327603
1.27338e-06,-79.3980619,235430474799352.9,-47.0813715434787
1.27336e-06,-79.5662535,235434172582773.16,-47.07766931738715
1.27334e-06,-83.9745002,235437870482353.5,-47.07396697499593
1.27332e-06,-85.0,235441568498099.44,-47.07026451629956
1.2733e-06,-77.7697345,235445266630016.5,-47.06656194129249
1.27328e-06,-81.9575379,235448964878110.06,-47.062859249969335
1.27326e-06,-85.0,235452663242385.72,-47.05915644232451
1.27324e-06,-80.3949434,235456361722848.8,-47.05545351835265
1.27322e-06,-80.7562773,235460060319504.88,-47.05175047804822
1.2732e-06,-81.2994153,235463759032359.4,-47.04804732140572
1.27318e-06,-80.2012482,235467457861417.88,-47.04434404841967
1.27316e-06,-81.5233037,235471156806685.72,-47.04064065908462
1.27314e-06,-82.8425488,235474855868168.47,-47.036937153395044
1.27312e-06,-78.5775455,235478555045871.56,-47.03323353134549
1.2731e-06,-79.3801943,235482254339800.5,-47.029529792930454
1.27308e-06,-82.0095737,235485953749960.72,-47.02582593814449
1.27306e-06,-79.7186052,235489653276357.72,-47.0221219669821
1.27304e-06,-77.2825562,235493352918997.06,-47.0184178794377
1.27302e-06,-71.7282827,235497052677884.06,-47.01471367550598
1.273e-06,-63.6350342,235500752553024.38,-47.01100935518128
1.27298e-06,-58.6051767,235504452544423.3,-47.007304918458274
1.27296e-06,-56.4948409,235508152652086.47,-47.003600365331366
1.27294e-06,-56.1395613,235511852876019.3,-46.99989569579508
1.27292e-06,-58.0491822,235515553216227.25,-46.996190909844
1.2729e-06,-63.8073812,235519253672715.88,-46.99248600747253
1.27288e-06,-70.7900276,235522954245490.53,-46.988780988675316
1.27286e-06,-75.9797257,235526654934556.8,-46.98507585344676
1.27284e-06,-76.7625336,235530355739920.2,-46.981370601781386
1.27282e-06,-78.5266962,235534056661586.06,-46.97766523367378
1.2728e-06,-76.9190979,235537757699560.03,-46.97395974911835
1.27278e-06,-76.622317,235541458853847.5,-46.97025414810967
1.27276e-06,-80.0304707,235545160124453.94,-46.96654843064227
1.27274e-06,-77.0901016,235548861511384.9,-46.96284259671059
1.27272e-06,-78.2055431,235552563014645.78,-46.959136646309226
1.2727e-06,-80.1814678,235556264634242.2,-46.955430579432566
1.27268e-06,-79.2425401,235559966370179.47,-46.95172439607526
1.27266e-06,-76.7679885,235563668222463.2,-46.94801809623173
1.27264e-06,-81.0656821,235567370191098.84,-46.94431167989647
1.27262e-06,-85.0,235571072276091.84,-46.94060514706407
1.2726e-06,-80.3335439,235574774477447.75,-46.93689849772896
1.27258e-06,-76.2270847,235578476795172.03,-46.93319173188567
1.27256e-06,-82.6415037,235582179229270.12,-46.92948484952875
1.27254e-06,-85.0,235585881779747.6,-46.92577785065263
1.27252e-06,-82.9522828,235589584446609.88,-46.922070735251864
1.2725e-06,-81.7522551,235593287229862.47,-46.918363503320954
1.27248e-06,-80.1936569,235596990129510.88,-46.914656154854384
1.27246e-06,-81.6202612,235600693145560.56,-46.91094868984669
1.27244e-06,-85.0,235604396278017.06,-46.907241108292325
1.27242e-06,-82.4460235,235608099526885.78,-46.90353341018588
1.2724e-06,-78.694916,235611802892172.25,-46.89982559552181
1.27238e-06,-79.4452458,235615506373882.03,-46.89611766429456
1.27236e-06,-85.0,235619209972020.5,-46.89240961649874
1.27234e-06,-76.5069111,235622913686593.22,-46.88870145212877
1.27232e-06,-79.3851183,235626617517605.62,-46.884993171179225
1.2723e-06,-79.1576277,235630321465063.25,-46.88128477364456
1.27228e-06,-85.0,235634025528971.62,-46.87757625951924
1.27226e-06,-85.0,235637729709336.12,-46.87386762879787
1.27224e-06,-80.7043728,235641434006162.38,-46.87015888147483
1.27222e-06,-79.6256445,235645138419455.75,-46.86645001754474
1.2722e-06,-85.0,235648842949221.8,-46.862741037002024
1.27218e-06,-83.7342629,235652547595466.06,-46.85903193984119
1.27216e-06,-76.6934989,235656252358193.94,-46.85532272605677
1.27214e-06,-80.003505,235659957237411.0,-46.85161339564321
1.27212e-06,-82.6421164,235663662233122.66,-46.847903948595096
1.2721e-06,-78.995048,235667367345334.47,-46.84419438490686
1.27208e-06,-81.1087763,235671072574051.97,-46.84048470457296
1.27206e-06,-77.6424883,235674777919280.53,-46.83677490758801
1.27204e-06,-85.0,235678483381025.78,-46.833064993946394
1.27202e-06,-83.0693426,235682188959293.1,-46.829354963642714
1.272e-06,-77.4693847,235685894654088.03,-46.825644816671414
1.27198e-06,-77.9874513,235689600465416.12,-46.82193455302694
1.27196e-06,-76.9154284,235693306393282.8,-46.81822417270387
1.27194e-06,-81.6407347,235697012437693.6,-46.81451367569668
1.27192e-06,-77.280774,235700718598654.0,-46.810803061999835
1.2719e-06,-79.7414547,235704424876169.5,-46.80709233160787
1.27188e-06,-85.0,235708131270245.62,-46.80338148451523
1.27186e-06,-81.2314456,235711837780887.84,-46.799670520716454
1.27184e-06,-78.8307034,235715544408101.62,-46.79595944020606
1.27182e-06,-85.0,235719251151892.56,-46.79224824297845
1.2718e-06,-81.9108924,235722958012266.06,-46.78853692902821
1.27178e-06,-85.0,235726664989227.72,-46.78482549834974
1.27176e-06,-78.4357404,235730372082782.9,-46.78111395093766
1.27174e-06,-77.3332199,235734079292937.22,-46.77740228678636
1.27172e-06,-78.5045195,235737786619696.16,-46.77369050589035
1.2717e-06,-85.0,235741494063065.2,-46.769978608244145
1.27168e-06,-80.8562187,235745201623049.84,-46.766266593842204
1.27166e-06,-81.0216042,235748909299655.56,-46.76255446267909
1.27164e-06,-78.3847486,235752617092887.9,-46.75884221474923
1.27162e-06,-77.5907187,235756325002752.4,-46.75512985004709
1.2716e-06,-84.5286541,235760033029254.47,-46.751417368567246
1.27158e-06,-76.894049,235763741172399.72,-46.74770477030408
1.27156e-06,-85.0,235767449432193.53,-46.74399205525221
1.27154e-06,-85.0,235771157808641.47,-46.740279223406056
1.27152e-06,-77.1640833,235774866301749.1,-46.73656627476006
1.2715e-06,-83.1779799,235778574911521.8,-46.73285320930879
1.27148e-06,-79.1633282,235782283637965.22,-46.729140027046675
1.27146e-06,-82.2895445,235785992481084.75,-46.72542672796825
1.27144e-06,-83.7678242,235789701440885.9,-46.72171331206801
1.27142e-06,-85.0,235793410517374.28,-46.71799977934037
1.2714e-06,-85.0,235797119710555.28,-46.71428612977989
1.27138e-06,-81.5020375,235800829020434.47,-46.710572363381026
1.27136e-06,-85.0,235804538447017.38,-46.70685848013823
1.27134e-06,-82.6149595,235808247990309.44,-46.703144480046056
1.27132e-06,-81.3495233,235811957650316.22,-46.69943036309894
1.2713e-06,-77.9243756,235815667427043.2,-46.6957161292914
1.27128e-06,-85.0,235819377320495.88,-46.69200177861791
1.27126e-06,-85.0,235823087330679.8,-46.68828731107291
1.27124e-06,-85.0,235826797457600.44,-46.684572726650984
1.27122e-06,-81.0805872,235830507701263.38,-46.68085802534648
1.2712e-06,-81.1896121,235834218061674.0,-46.677143207154025
1.27118e-06,-85.0,235837928538837.9,-46.673428272068016
1.27116e-06,-79.9597276,235841639132760.62,-46.66971322008291
1.27114e-06,-82.6355034,235845349843447.6,-46.66599805119328
1.27112e-06,-81.2595229,235849060670904.4,-46.662282765393506
1.2711e-06,-78.4435276,235852771615136.5,-46.65856736267815
1.27108e-06,-80.290469,235856482676149.4,-46.65485184304168
1.27106e-06,-85.0,235860193853948.7,-46.651136206478526
1.27104e-06,-75.9442564,235863905148539.78,-46.64742045298323
1.27102e-06,-80.233788,235867616559928.25,-46.64370458255025
1.271e-06,-79.7921582,235871328088119.6,-46.63998859517405
1.27098e-06,-82.8403267,235875039733119.3,-46.636272490849144
1.27096e-06,-85.0,235878751494932.97,-46.63255626956995
1.27094e-06,-79.1349124,235882463373566.03,-46.628839931331
1.27092e-06,-77.7515172,235886175369024.03,-46.62512347612676
1.2709e-06,-79.1773551,235889887481312.47,-46.62140690395171
1.27088e-06,-79.319137,235893599710436.84,-46.617690214800355
1.27086e-06,-85.0,235897312056402.75,-46.613973408667086
1.27084e-06,-79.4643657,235901024519215.62,-46.610256485546465
1.27082e-06,-83.0509211,235904737098881.03,-46.60653944543292
1.2708e-06,-80.3287434,235908449795404.47,-46.60282228832095
1.27078e-06,-84.6122127,235912162608791.44,-46.599105014205044
1.27076e-06,-85.0,235915875539047.5,-46.59538762307963
1.27074e-06,-78.530379,235919588586178.12,-46.59167011493924
1.27072e-06,-81.2496538,235923301750188.84,-46.58795248977833
1.2707e-06,-79.0376656,235927015031085.25,-46.584234747591296
1.27068e-06,-82.2180679,235930728428872.72,-46.58051688837276
1.27066e-06,-83.41906,235934441943556.9,-46.57679891211707
1.27064e-06,-77.8708072,235938155575143.25,-46.57308081881877
1.27062e-06,-79.7783349,235941869323637.25,-46.56936260847235
1.2706e-06,-76.4578112,235945583189044.56,-46.56564428107216
1.27058e-06,-85.0,235949297171370.56,-46.56192583661281
1.27056e-06,-79.5082553,235953011270620.84,-46.5582072750887
1.27054e-06,-81.8949059,235956725486800.88,-46.55448859649436
1.27052e-06,-85.0,235960439819916.25,-46.55076980082418
1.2705e-06,-83.8705416,235964154269972.47,-46.547050888072654
1.27048e-06,-85.0,235967868836975.0,-46.54333185823432
1.27046e-06,-82.2340504,235971583520929.44,-46.53961271130356
1.27044e-06,-85.0,235975298321841.25,-46.535893447274916
1.27042e-06,-85.0,235979013239716.0,-46.53217406614281
1.2704e-06,-79.2591216,235982728274559.22,-46.528454567901704
1.27038e-06,-79.6592907,235986443426376.34,-46.52473495254615
1.27036e-06,-85.0,235990158695173.03,-46.52101522007049
1.27034e-06,-79.6307582,235993874080954.72,-46.517295370469284
1.27032e-06,-85.0,235997589583726.94,-46.513575403736986
1.2703e-06,-78.4663918,236001305203495.25,-46.50985531986803
1.27028e-06,-79.7145034,236005020940265.12,-46.50613511885694
1.27026e-06,-83.6303233,236008736794042.16,-46.50241480069812
1.27024e-06,-85.0,236012452764831.84,-46.49869436538606
1.27022e-06,-78.6533202,236016168852639.7,-46.49497381291525
1.2702e-06,-81.8285326,236019885057471.28,-46.49125314328009
1.27018e-06,-78.5412137,236023601379332.06,-46.48753235647514
1.27016e-06,-76.889499,236027317818227.6,-46.48381145249484
1.27014e-06,-84.1160342,236031034374163.5,-46.48009043133354
1.27012e-06,-76.4968411,236034751047145.16,-46.476369292985865
1.2701e-06,-85.0,236038467837178.2,-46.472648037446184
1.27008e-06,-85.0,236042184744268.06,-46.468926664709024
1.27006e-06,-77.9511975,236045901768420.38,-46.46520517476878
1.27004e-06,-80.2090479,236049618909640.66,-46.46148356761992
1.27002e-06,-85.0,236053336167934.34,-46.457761843257
1.27e-06,-76.6113691,236057053543307.1,-46.45404000167435
1.26998e-06,-78.1037366,236060771035764.34,-46.450318042866535
1.26996e-06,-77.8584234,236064488645311.66,-46.44659596682798
1.26994e-06,-85.0,236068206371954.6,-46.44287377355311
1.26992e-06,-79.5002348,236071924215698.62,-46.43915146303646
1.2699e-06,-80.1983881,236075642176549.34,-46.43542903527242
1.26988e-06,-77.7197479,236079360254512.25,-46.43170649025549
1.26986e-06,-79.5385503,236083078449592.84,-46.42798382798017
1.26984e-06,-79.9487279,236086796761796.78,-46.42426104844078
1.26982e-06,-81.8179369,236090515191129.44,-46.42053815163196
1.2698e-06,-81.1949837,236094233737596.5,-46.41681513754799
1.26978e-06,-81.4050709,236097952401203.38,-46.41309200618348
1.26976e-06,-82.6786764,236101671181955.62,-46.40936875753285
