lbd,S,freq,mu
1.7e-06,-59.2977305,176348504705882.34,-106.23432518131467
1.69998e-06,-66.1253291,176350579418581.4,-106.23224797596919
1.69996e-06,-67.1160373,176352654180098.34,-106.23017072174719
1.69994e-06,-62.6260988,176354728990434.94,-106.22809341864688
1.69992e-06,-85.0,176356803849592.94,-106.2260160666665
1.6999e-06,-64.1905308,176358878757573.97,-106.22393866580444
1.69988e-06,-66.7285925,176360953714379.8,-106.2218612160589
1.69986e-06,-66.5301918,176363028720012.25,-106.2197837174281
1.69984e-06,-85.0,176365103774472.88,-106.21770616991046
1.69982e-06,-61.9253891,176367178877763.53,-106.2156285735041
1.6998e-06,-66.1099174,176369254029885.88,-106.21355092820741
1.69978e-06,-65.6064399,176371329230841.62,-106.21147323401864
1.69976e-06,-78.3351908,176373404480632.56,-106.209395490936
1.69974e-06,-62.3105917,176375479779260.34,-106.20731769895784
1.69972e-06,-82.1043646,176377555126726.75,-106.2052398580824
1.6997e-06,-75.096022,176379630523033.47,-106.20316196830794
1.69968e-06,-79.3445332,176381705968182.25,-106.20108402963275
1.69966e-06,-66.1615317,176383781462174.78,-106.19900604205512
1.69964e-06,-63.3661669,176385857005012.8,-106.19692800557331
1.69962e-06,-85.0,176387932596698.1,-106.19484992018556
1.6996e-06,-63.7431759,176390008237232.28,-106.19277178589023
1.69958e-06,-61.7493512,176392083926617.16,-106.1906936026855
1.69956e-06,-64.24038,176394159664854.44,-106.18861537056968
1.69954e-06,-64.8739488,176396235451945.8,-106.18653708954108
1.69952e-06,-65.8567199,176398311287893.06,-106.18445875959789
1.6995e-06,-85.0,176400387172697.84,-106.18238038073848
1.69948e-06,-64.4048437,176402463106361.94,-106.18030195296106
1.69946e-06,-85.0,176404539088887.06,-106.1782234762639
1.69944e-06,-58.9209398,176406615120274.9,-106.17614495064531
1.69942e-06,-85.0,176408691200527.25,-106.17406637610351
1.6994e-06,-62.6066789,176410767329645.75,-106.17198775263685
1.69938e-06,-68.8263544,176412843507632.2,-106.16990908024354
1.69936e-06,-85.0,176414919734488.28,-106.16783035892186
1.69934e-06,-63.8718133,176416996010215.72,-106.16575158867012
1.69932e-06,-85.0,176419072334816.28,-106.16367276948654
1.6993e-06,-64.7652834,176421148708291.66,-106.16159390136943
1.69928e-06,-63.0118994,176423225130643.56,-106.15951498431706
1.69926e-06,-61.7081695,176425301601873.75,-106.15743601832769
1.69924e-06,-69.4212233,176427378121983.94,-106.15535700339957
1.69922e-06,-59.8073412,176429454690975.84,-106.15327793953104
1.6992e-06,-63.5226953,176431531308851.22,-106.15119882672029
1.69918e-06,-77.9810253,176433607975611.75,-106.14911966496565
1.69916e-06,-64.6358055,176435684691259.22,-106.14704045426534
1.69914e-06,-59.7455362,176437761455795.28,-106.1449611946177
1.69912e-06,-66.4443205,176439838269221.72,-106.14288188602094
1.6991e-06,-63.3889216,176441915131540.22,-106.14080252847339
1.69908e-06,-69.2963469,176443992042752.53,-106.13872312197327
1.69906e-06,-62.1735033,176446069002860.4,-106.13664366651885
1.69904e-06,-61.2542866,176448146011865.53,-106.13456416210843
1.69902e-06,-62.2680335,176450223069769.62,-106.1324846087403
1.699e-06,-85.0,176452300176574.47,-106.13040500641266
1.69898e-06,-60.8865021,176454377332281.72,-106.12832535512386
1.69896e-06,-85.0,176456454536893.16,-106.12624565487212
1.69894e-06,-64.2860828,176458531790410.5,-106.12416590565573
1.69892e-06,-71.4984712,176460609092835.44,-106.12208610747297
1.6989e-06,-63.6942824,176462686444169.75,-106.12000626032207
1.69888e-06,-63.5373593,176464763844415.16,-106.11792636420132
1.69886e-06,-62.1117635,176466841293573.34,-106.11584641910902
1.69884e-06,-67.6752297,176468918791646.06,-106.11376642504342
1.69882e-06,-69.731228,176470996338635.03,-106.11168638200282
1.6988e-06,-66.6776893,176473073934542.03,-106.1096062899854
1.69878e-06,-61.9493236,176475151579368.72,-106.1075261489895
1.69876e-06,-60.0355783,176477229273116.84,-106.10544595901341
1.69874e-06,-63.164691,176479307015788.2,-106.10336572005532
1.69872e-06,-63.3830711,176481384807384.38,-106.1012854321136
1.6987e-06,-62.3820131,176483462647907.22,-106.09920509518645
1.69868e-06,-62.6046762,176485540537358.4,-106.09712470927215
1.69866e-06,-61.6870117,176487618475739.7,-106.09504427436899
1.69864e-06,-69.725891,176489696463052.8,-106.0929637904752
1.69862e-06,-85.0,176491774499299.44,-106.09088325758911
1.6986e-06,-60.0844477,176493852584481.34,-106.08880267570895
1.69858e-06,-85.0,176495930718600.25,-106.08672204483298
1.69856e-06,-61.1835346,176498008901657.88,-106.08464136495951
1.69854e-06,-65.4069175,176500087133655.97,-106.08256063608677
1.69852e-06,-66.2623422,176502165414596.22,-106.08047985821308
1.6985e-06,-68.3747768,176504243744480.44,-106.0783990313366
1.69848e-06,-65.189893,176506322123310.25,-106.07631815545574
1.69846e-06,-61.5064493,176508400551087.44,-106.07423723056868
1.69844e-06,-85.0,176510479027813.75,-106.0721562566737
1.69842e-06,-61.7974868,176512557553490.88,-106.07007523376909
1.6984e-06,-63.0206073,176514636128120.6,-106.06799416185306
1.69838e-06,-63.3043012,176516714751704.56,-106.06591304092399
1.69836e-06,-85.0,176518793424244.56,-106.06383187098005
1.69834e-06,-63.6732373,176520872145742.3,-106.06175065201955
1.69832e-06,-64.2300434,176522950916199.53,-106.05966938404076
1.6983e-06,-63.8109599,176525029735617.97,-106.05758806704192
1.69828e-06,-85.0,176527108603999.34,-106.05550670102132
1.69826e-06,-61.0789851,176529187521345.38,-106.05342528597724
1.69824e-06,-85.0,176531266487657.8,-106.05134382190792
1.69822e-06,-69.2452815,176533345502938.38,-106.04926230881163
1.6982e-06,-63.5012484,176535424567188.78,-106.04718074668668
1.69818e-06,-62.955363,176537503680410.78,-106.04509913553129
1.69816e-06,-65.9471507,176539582842606.1,-106.04301747534376
1.69814e-06,-64.1627759,176541662053776.5,-106.04093576612229
1.69812e-06,-85.0,176543741313923.62,-106.03885400786525
1.6981e-06,-85.0,176545820623049.28,-106.03677220057084
1.69808e-06,-85.0,176547899981155.2,-106.03469034423733
1.69806e-06,-85.0,176549979388243.06,-106.03260843886301
1.69804e-06,-64.6296378,176552058844314.62,-106.03052648444614
1.69802e-06,-64.3733379,176554138349371.62,-106.028444480985
1.698e-06,-70.4816902,176556217903415.78,-106.02636242847782
1.69798e-06,-67.0080238,176558297506448.84,-106.0242803269229
1.69796e-06,-62.7837051,176560377158472.5,-106.02219817631853
1.69794e-06,-76.2454256,176562456859488.56,-106.02011597666286
1.69792e-06,-67.8182795,176564536609498.7,-106.01803372795429
1.6979e-06,-61.4655185,176566616408504.62,-106.01595143019104
1.69788e-06,-62.3533367,176568696256508.12,-106.01386908337136
1.69786e-06,-67.8017669,176570776153510.88,-106.01178668749355
1.69784e-06,-85.0,176572856099514.7,-106.00970424255581
1.69782e-06,-76.4203021,176574936094521.22,-106.00762174855649
1.6978e-06,-85.0,176577016138532.22,-106.00553920549382
1.69778e-06,-85.0,176579096231549.44,-106.00345661336604
1.69776e-06,-63.5402721,176581176373574.6,-106.00137397217145
1.69774e-06,-85.0,176583256564609.44,-105.99929128190828
1.69772e-06,-67.1823556,176585336804655.66,-105.99720854257487
1.6977e-06,-85.0,176587417093715.03,-105.99512575416941
1.69768e-06,-62.7481197,176589497431789.28,-105.99304291669019
1.69766e-06,-85.0,176591577818880.1,-105.99096003013551
1.69764e-06,-85.0,176593658254989.28,-105.98887709450356
1.69762e-06,-60.9264859,176595738740118.53,-105.98679410979265
1.6976e-06,-62.4542586,176597819274269.56,-105.98471107600108
1.69758e-06,-63.5758404,176599899857444.12,-105.98262799312707
1.69756e-06,-67.2687577,176601980489643.97,-105.98054486116887
1.69754e-06,-62.0788092,176604061170870.78,-105.97846168012481
1.69752e-06,-62.7881288,176606141901126.34,-105.97637844999309
1.6975e-06,-62.1912713,176608222680412.38,-105.974295170772
1.69748e-06,-85.0,176610303508730.6,-105.9722118424598
1.69746e-06,-65.5373128,176612384386082.75,-105.97012846505476
1.69744e-06,-66.7666816,176614465312470.53,-105.96804503855518
1.69742e-06,-74.1579899,176616546287895.75,-105.96596156295924
1.6974e-06,-62.0773451,176618627312360.06,-105.96387803826529
1.69738e-06,-60.9691287,176620708385865.28,-105.96179446447152
1.69736e-06,-73.1626727,176622789508413.06,-105.95971084157627
1.69734e-06,-65.1723918,176624870680005.2,-105.95762716957775
1.69732e-06,-67.1592773,176626951900643.38,-105.95554344847423
1.6973e-06,-85.0,176629033170329.34,-105.95345967826401
1.69728e-06,-64.2416687,176631114489064.88,-105.9513758589453
1.69726e-06,-60.9827853,176633195856851.62,-105.94929199051643
1.69724e-06,-61.8768953,176635277273691.4,-105.9472080729756
1.69722e-06,-85.0,176637358739585.9,-105.94512410632112
1.6972e-06,-85.0,176639440254536.88,-105.94304009055122
1.69718e-06,-85.0,176641521818546.06,-105.94095602566418
1.69716e-06,-85.0,176643603431615.16,-105.93887191165827
1.69714e-06,-65.0067678,176645685093745.94,-105.93678774853174
1.69712e-06,-62.2725245,176647766804940.12,-105.93470353628285
1.6971e-06,-67.3542311,176649848565199.47,-105.93261927490985
1.69708e-06,-85.0,176651930374525.66,-105.93053496441108
1.69706e-06,-62.0909074,176654012232920.47,-105.92845060478471
1.69704e-06,-67.7491935,176656094140385.6,-105.92636619602908
1.69702e-06,-70.0281807,176658176096922.84,-105.92428173814237
1.697e-06,-61.6057734,176660258102533.88,-105.92219723112291
1.69698e-06,-62.3274731,176662340157220.47,-105.92011267496893
1.69696e-06,-68.9532584,176664422260984.34,-105.91802806967871
1.69694e-06,-60.1106735,176666504413827.25,-105.91594341525048
1.69692e-06,-85.0,176668586615750.9,-105.91385871168255
1.6969e-06,-70.5205398,176670668866757.03,-105.91177395897317
1.69688e-06,-61.7463975,176672751166847.38,-105.90968915712061
1.69686e-06,-63.4812683,176674833516023.72,-105.90760430612306
1.69684e-06,-67.0076327,176676915914287.72,-105.9055194059789
1.69682e-06,-61.2188449,176678998361641.2,-105.90343445668627
1.6968e-06,-63.176114,176681080858085.8,-105.90134945824352
1.69678e-06,-85.0,176683163403623.3,-105.8992644106489
1.69676e-06,-85.0,176685245998255.5,-105.89717931390062
1.69674e-06,-85.0,176687328641984.03,-105.895094167997
1.69672e-06,-63.1814687,176689411334810.7,-105.89300897293627
1.6967e-06,-73.5937086,176691494076737.2,-105.89092372871671
1.69668e-06,-70.7198517,176693576867765.28,-105.88883843533657
1.69666e-06,-64.0901976,176695659707896.7,-105.88675309279411
1.69664e-06,-60.4895034,176697742597133.16,-105.88466770108758
1.69662e-06,-61.2000791,176699825535476.44,-105.88258226021526
1.6966e-06,-69.5409764,176701908522928.22,-105.88049677017543
1.69658e-06,-85.0,176703991559490.25,-105.87841123096635
1.69656e-06,-85.0,176706074645164.34,-105.8763256425862
1.69654e-06,-70.1264733,176708157779952.12,-105.87424000503336
1.69652e-06,-85.0,176710240963855.44,-105.87215431830597
1.6965e-06,-65.3425576,176712324196875.94,-105.87006858240238
1.69648e-06,-85.0,176714407479015.38,-105.86798279732085
1.69646e-06,-63.9504129,176716490810275.53,-105.86589696305958
1.69644e-06,-62.6560176,176718574190658.1,-105.86381107961688
1.69642e-06,-70.9044133,176720657620164.8,-105.86172514699102
1.6964e-06,-82.0574468,176722741098797.47,-105.85963916518018
1.69638e-06,-61.9167231,176724824626557.72,-105.85755313418274
1.69636e-06,-65.4019145,176726908203447.38,-105.85546705399686
1.69634e-06,-85.0,176728991829468.16,-105.85338092462082
1.69632e-06,-85.0,176731075504621.75,-105.85129474605296
1.6963e-06,-85.0,176733159228910.0,-105.84920851829139
1.69628e-06,-65.7643284,176735243002334.5,-105.84712224133455
1.69626e-06,-62.2125456,176737326824897.12,-105.84503591518053
1.69624e-06,-74.5129913,176739410696599.53,-105.8429495398277
1.69622e-06,-85.0,176741494617443.47,-105.8408631152743
1.6962e-06,-67.9740537,176743578587430.72,-105.83877664151854
1.69618e-06,-62.2610611,176745662606562.97,-105.83669011855874
1.69616e-06,-76.9202936,176747746674842.0,-105.83460354639311
1.69614e-06,-85.0,176749830792269.5,-105.83251692501996
1.69612e-06,-60.9781413,176751914958847.25,-105.83043025443752
1.6961e-06,-67.9236328,176753999174576.97,-105.82834353464405
1.69608e-06,-60.5542135,176756083439460.4,-105.8262567656378
1.69606e-06,-61.1632124,176758167753499.28,-105.82416994741706
1.69604e-06,-59.9805357,176760252116695.38,-105.82208307998003
1.69602e-06,-85.0,176762336529050.34,-105.81999616332509
1.696e-06,-63.2781881,176764420990566.03,-105.81790919745035
1.69598e-06,-85.0,176766505501244.12,-105.81582218235414
1.69596e-06,-85.0,176768590061086.34,-105.81373511803474
1.69594e-06,-61.8087377,176770674670094.47,-105.81164800449035
1.69592e-06,-61.2850558,176772759328270.2,-105.80956084171932
1.6959e-06,-64.8063724,176774844035615.3,-105.8074736297198
1.69588e-06,-62.8294098,176776928792131.53,-105.80538636849009
1.69586e-06,-65.8903295,176779013597820.56,-105.80329905802851
1.69584e-06,-70.9513331,176781098452684.22,-105.80121169833322
1.69582e-06,-61.161129,176783183356724.2,-105.79912428940253
1.6958e-06,-61.7411776,176785268309942.22,-105.7970368312347
1.69578e-06,-85.0,176787353312340.03,-105.79494932382799
1.69576e-06,-62.423474,176789438363919.4,-105.79286176718065
1.69574e-06,-62.881216,176791523464682.1,-105.7907741612909
1.69572e-06,-73.1666948,176793608614629.78,-105.78868650615705
1.6957e-06,-66.7372762,176795693813764.25,-105.78659880177732
1.69568e-06,-64.1238968,176797779062087.2,-105.78451104815004
1.69566e-06,-62.5371586,176799864359600.38,-105.78242324527339
1.69564e-06,-64.4077515,176801949706305.6,-105.78033539314562
1.69562e-06,-85.0,176804035102204.5,-105.77824749176506
1.6956e-06,-61.690462,176806120547298.9,-105.77615954112989
1.69558e-06,-85.0,176808206041590.5,-105.77407154123843
1.69556e-06,-74.7569447,176810291585081.03,-105.7719834920889
1.69554e-06,-64.1954251,176812377177772.28,-105.76989539367958
1.69552e-06,-65.0436935,176814462819665.94,-105.76780724600872
1.6955e-06,-85.0,176816548510763.78,-105.76571904907455
1.69548e-06,-61.4520916,176818634251067.53,-105.76363080287535
1.69546e-06,-61.3648112,176820720040578.94,-105.76154250740939
1.69544e-06,-85.0,176822805879299.78,-105.75945416267487
1.69542e-06,-85.0,176824891767231.72,-105.75736576867013
1.6954e-06,-61.1246028,176826977704376.56,-105.75527732539335
1.69538e-06,-64.2398144,176829063690736.0,-105.75318883284285
1.69536e-06,-85.0,176831149726311.8,-105.75110029101684
1.69534e-06,-85.0,176833235811105.75,-105.74901169991358
1.69532e-06,-85.0,176835321945119.5,-105.74692305953137
1.6953e-06,-69.133912,176837408128354.84,-105.74483436986844
1.69528e-06,-61.2504919,176839494360813.56,-105.74274563092298
1.69526e-06,-61.2999275,176841580642497.3,-105.74065684269335
1.69524e-06,-65.6825353,176843666973407.9,-105.73856800517774
1.69522e-06,-63.428486,176845753353547.03,-105.73647911837446
1.6952e-06,-64.7844938,176847839782916.47,-105.7343901822817
1.69518e-06,-85.0,176849926261517.97,-105.73230119689775
1.69516e-06,-85.0,176852012789353.22,-105.73021216222088
1.69514e-06,-64.6095326,176854099366424.03,-105.72812307824931
1.69512e-06,-85.0,176856185992732.06,-105.72603394498135
1.6951e-06,-66.6298896,176858272668279.16,-105.72394476241519
1.69508e-06,-62.1502733,176860359393067.0,-105.72185553054909
1.69506e-06,-62.0144008,176862446167097.3,-105.71976624938138
1.69504e-06,-64.0065825,176864532990371.9,-105.71767691891023
1.69502e-06,-64.7859649,176866619862892.47,-105.71558753913394
1.695e-06,-63.0437795,176868706784660.75,-105.71349811005075
1.69498e-06,-62.2608833,176870793755678.53,-105.7114086316589
1.69496e-06,-67.7317985,176872880775947.5,-105.70931910395669
1.69494e-06,-85.0,176874967845469.47,-105.7072295269423
1.69492e-06,-84.1946786,176877054964246.1,-105.70513990061409
1.6949e-06,-65.9667338,176879142132279.2,-105.70305022497021
1.69488e-06,-73.0363496,176881229349570.47,-105.70096050000897
1.69486e-06,-65.1485833,176883316616121.7,-105.69887072572863
1.69484e-06,-66.1655982,176885403931934.6,-105.6967809021274
1.69482e-06,-85.0,176887491297010.9,-105.69469102920358
1.6948e-06,-69.9979051,176889578711352.38,-105.69260110695541
1.69478e-06,-85.0,176891666174960.78,-105.69051113538112
1.69476e-06,-62.4809894,176893753687837.8,-105.688421114479
1.69474e-06,-85.0,176895841249985.25,-105.68633104424728
1.69472e-06,-85.0,176897928861404.84,-105.68424092468422
1.6947e-06,-69.2991862,176900016522098.3,-105.68215075578807
1.69468e-06,-65.091606,176902104232067.4,-105.6800605375571
1.69466e-06,-72.2797912,176904191991313.9,-105.67797026998952
1.69464e-06,-72.0516116,176906279799839.47,-105.67587995308367
1.69462e-06,-73.5517725,176908367657645.97,-105.67378958683767
1.6946e-06,-62.6553856,176910455564735.03,-105.67169917124991
1.69458e-06,-85.0,176912543521108.47,-105.66960870631856
1.69456e-06,-85.0,176914631526768.0,-105.66751819204188
1.69454e-06,-68.6241435,176916719581715.38,-105.66542762841816
1.69452e-06,-65.6861742,176918807685952.38,-105.66333701544559
1.6945e-06,-64.8667469,176920895839480.66,-105.66124635312252
1.69448e-06,-85.0,176922984042302.06,-105.65915564144711
1.69446e-06,-85.0,176925072294418.28,-105.65706488041766
1.69444e-06,-65.3461644,176927160595831.06,-105.65497407003241
1.69442e-06,-62.0967981,176929248946542.2,-105.6528832102896
1.6944e-06,-67.8194402,176931337346553.34,-105.65079230118752
1.69438e-06,-61.7725106,176933425795866.34,-105.64870134272437
1.69436e-06,-62.5963764,176935514294482.88,-105.64661033489844
1.69434e-06,-68.0435256,176937602842404.72,-105.64451927770797
1.69432e-06,-85.0,176939691439633.6,-105.64242817115122
1.6943e-06,-64.5294597,176941780086171.28,-105.64033701522642
1.69428e-06,-68.3434236,176943868782019.5,-105.63824580993186
1.69426e-06,-85.0,176945957527180.0,-105.63615455526576
1.69424e-06,-65.1785657,176948046321654.53,-105.63406325122638
1.69422e-06,-64.8104587,176950135165444.88,-105.63197189781194
1.6942e-06,-64.3630997,176952224058552.72,-105.62988049502074
1.69418e-06,-85.0,176954313000979.8,-105.62778904285105
1.69416e-06,-63.2585599,176956401992727.97,-105.62569754130104
1.69414e-06,-85.0,176958491033798.84,-105.62360599036904
1.69412e-06,-70.1619016,176960580124194.28,-105.62151439005322
1.6941e-06,-85.0,176962669263915.94,-105.61942274035192
1.69408e-06,-63.3703498,176964758452965.62,-105.61733104126333
1.69406e-06,-68.6458171,176966847691345.06,-105.61523929278572
1.69404e-06,-85.0,176968936979055.97,-105.61314749491737
1.69402e-06,-68.5492012,176971026316100.2,-105.61105564765644
1.694e-06,-66.0886283,176973115702479.34,-105.6089637510013
1.69398e-06,-63.044348,176975205138195.25,-105.60687180495013
1.69396e-06,-69.1171555,176977294623249.66,-105.60477980950118
1.69394e-06,-61.7202997,176979384157644.3,-105.60268776465271
1.69392e-06,-65.8685203,176981473741380.94,-105.60059567040298
1.6939e-06,-85.0,176983563374461.3,-105.59850352675022
1.69388e-06,-65.3168281,176985653056887.12,-105.59641133369274
1.69386e-06,-85.0,176987742788660.22,-105.5943190912287
1.69384e-06,-81.9669089,176989832569782.28,-105.59222679935638
1.69382e-06,-64.2933348,176991922400255.06,-105.59013445807406
1.6938e-06,-64.5522248,176994012280080.28,-105.58804206738002
1.69378e-06,-60.7779091,176996102209259.75,-105.58594962727241
1.69376e-06,-75.8141031,176998192187795.22,-105.58385713774952
1.69374e-06,-85.0,177000282215688.34,-105.58176459880967
1.69372e-06,-63.4984594,177002372292941.0,-105.57967201045098
1.6937e-06,-85.0,177004462419554.8,-105.57757937267183
1.69368e-06,-62.1270657,177006552595531.62,-105.57548668547038
1.69366e-06,-64.48283,177008642820873.16,-105.5733939488449
1.69364e-06,-63.5970323,177010733095581.12,-105.57130116279366
1.69362e-06,-65.1959736,177012823419657.28,-105.56920832731494
1.6936e-06,-65.3255057,177014913793103.44,-105.56711544240689
1.69358e-06,-62.7532612,177017004215921.3,-105.56502250806781
1.69356e-06,-70.8898882,177019094688112.62,-105.56292952429597
1.69354e-06,-67.2451167,177021185209679.12,-105.56083649108962
1.69352e-06,-85.0,177023275780622.6,-105.55874340844699
1.6935e-06,-66.4207973,177025366400944.78,-105.5566502763663
1.69348e-06,-64.9830923,177027457070647.4,-105.55455709484585
1.69346e-06,-61.595649,177029547789732.28,-105.55246386388382
1.69344e-06,-85.0,177031638558201.06,-105.55037058347855
1.69342e-06,-76.4353672,177033729376055.56,-105.54827725362823
1.6934e-06,-67.3039341,177035820243297.5,-105.54618387433113
1.69338e-06,-64.738078,177037911159928.66,-105.54409044558548
1.69336e-06,-63.005527,177040002125950.78,-105.54199696738952
1.69334e-06,-63.5953392,177042093141365.6,-105.53990343974154
1.69332e-06,-62.9725752,177044184206174.84,-105.53780986263976
1.6933e-06,-66.152958,177046275320380.3,-105.53571623608242
1.69328e-06,-85.0,177048366483983.75,-105.53362256006777
1.69326e-06,-69.2990837,177050457696986.88,-105.53152883459407
1.69324e-06,-71.9159137,177052548959391.47,-105.52943505965956
1.69322e-06,-68.961648,177054640271199.25,-105.5273412352625
1.6932e-06,-64.17405,177056731632412.0,-105.52524736140111
1.69318e-06,-85.0,177058823043031.44,-105.52315343807369
1.69316e-06,-85.0,177060914503059.38,-105.5210594652784
1.69314e-06,-85.0,177063006012497.5,-105.51896544301356
1.69312e-06,-78.3977859,177065097571347.56,-105.5168713712774
1.6931e-06,-62.2828736,177067189179611.38,-105.51477725006815
1.69308e-06,-67.6047291,177069280837290.62,-105.51268307938408
1.69306e-06,-61.9665904,177071372544387.06,-105.51058885922345
1.69304e-06,-65.1454559,177073464300902.53,-105.5084945895844
1.69302e-06,-68.8820809,177075556106838.66,-105.50640027046533
1.693e-06,-66.0686973,177077647962197.28,-105.5043059018644
1.69298e-06,-70.4395289,177079739866980.12,-105.50221148377985
1.69296e-06,-85.0,177081831821188.9,-105.50011701620998
1.69294e-06,-64.5993109,177083923824825.47,-105.49802249915295
1.69292e-06,-65.8188669,177086015877891.44,-105.49592793260713
1.6929e-06,-85.0,177088107980388.7,-105.49383331657063
1.69288e-06,-67.1965915,177090200132318.88,-105.49173865104181
1.69286e-06,-64.1943128,177092292333683.8,-105.48964393601885
1.69284e-06,-67.0763414,177094384584485.25,-105.48754917149999
1.69282e-06,-63.4091039,177096476884724.9,-105.4854543574835
1.6928e-06,-65.4247268,177098569234404.53,-105.48335949396767
1.69278e-06,-63.7820895,177100661633525.9,-105.48126458095068
1.69276e-06,-70.893192,177102754082090.78,-105.47916961843077
1.69274e-06,-62.573093,177104846580100.9,-105.47707460640622
1.69272e-06,-72.8229714,177106939127558.0,-105.47497954487528
1.6927e-06,-66.1454074,177109031724463.88,-105.47288443383617
1.69268e-06,-71.1297425,177111124370820.25,-105.47078927328714
1.69266e-06,-65.9676682,177113217066628.84,-105.46869406322647
1.69264e-06,-65.7591782,177115309811891.5,-105.46659880365232
1.69262e-06,-85.0,177117402606609.88,-105.46450349456303
1.6926e-06,-83.0730318,177119495450785.78,-105.4624081359568
1.69258e-06,-85.0,177121588344420.94,-105.4603127278319
1.69256e-06,-85.0,177123681287517.12,-105.45821727018654
1.69254e-06,-62.0780527,177125774280076.1,-105.45612176301897
1.69252e-06,-63.5348904,177127867322099.6,-105.45402620632744
1.6925e-06,-64.6220138,177129960413589.34,-105.45193060011023
1.69248e-06,-68.5352628,177132053554547.2,-105.44983494436549
1.69246e-06,-64.4376385,177134146744974.75,-105.4477392390916
1.69244e-06,-68.0161664,177136239984873.9,-105.44564348428668
1.69242e-06,-64.8989696,177138333274246.34,-105.44354767994903
1.6924e-06,-66.6688594,177140426613093.8,-105.44145182607691
1.69238e-06,-68.1805165,177142520001418.12,-105.43935592266851
1.69236e-06,-85.0,177144613439220.97,-105.43725996972213
1.69234e-06,-63.8186252,177146706926504.12,-105.435163967236
1.69232e-06,-85.0,177148800463269.34,-105.43306791520834
1.6923e-06,-85.0,177150894049518.4,-105.4309718136374
1.69228e-06,-65.5163228,177152987685253.03,-105.42887566252143
1.69226e-06,-69.7517312,177155081370474.97,-105.4267794618587
1.69224e-06,-65.4585346,177157175105186.03,-105.42468321164738
1.69222e-06,-62.1673457,177159268889387.9,-105.42258691188579
1.6922e-06,-61.4970471,177161362723082.38,-105.42049056257216
1.69218e-06,-68.2929951,177163456606271.22,-105.41839416370466
1.69216e-06,-65.2412399,177165550538956.12,-105.41629771528164
1.69214e-06,-62.759945,177167644521138.94,-105.41420121730125
1.69212e-06,-64.447462,177169738552821.3,-105.41210466976185
1.6921e-06,-69.8089713,177171832634005.06,-105.41000807266157
1.69208e-06,-84.5077175,177173926764691.97,-105.40791142599866
1.69206e-06,-65.909301,177176020944883.75,-105.40581472977141
1.69204e-06,-64.1968731,177178115174582.2,-105.40371798397803
1.69202e-06,-66.9232837,177180209453788.97,-105.40162118861682
1.692e-06,-62.0797605,177182303782505.9,-105.39952434368595
1.69198e-06,-69.2507327,177184398160734.78,-105.39742744918368
1.69196e-06,-63.3282487,177186492588477.28,-105.39533050510829
1.69194e-06,-64.5844916,177188587065735.2,-105.39323351145799
1.69192e-06,-85.0,177190681592510.28,-105.39113646823104
1.6919e-06,-67.0153936,177192776168804.3,-105.38903937542564
1.69188e-06,-68.8920873,177194870794619.0,-105.38694223304009
1.69186e-06,-85.0,177196965469956.16,-105.38484504107257
1.69184e-06,-70.0730865,177199060194817.47,-105.3827477995214
1.69182e-06,-85.0,177201154969204.75,-105.38065050838475
1.6918e-06,-73.3009976,177203249793119.75,-105.37855316766088
1.69178e-06,-69.9619271,177205344666564.22,-105.37645577734804
1.69176e-06,-64.4967806,177207439589539.88,-105.37435833744449
1.69174e-06,-64.3832259,177209534562048.53,-105.37226084794844
1.69172e-06,-85.0,177211629584091.94,-105.37016330885812
1.6917e-06,-67.6874837,177213724655671.8,-105.36806572017183
1.69168e-06,-85.0,177215819776789.94,-105.36596808188777
1.69166e-06,-62.63914,177217914947448.06,-105.36387039400418
1.69164e-06,-67.5810493,177220010167647.97,-105.36177265651929
1.69162e-06,-64.6310492,177222105437391.38,-105.35967486943137
1.6916e-06,-85.0,177224200756680.06,-105.35757703273866
1.69158e-06,-64.4792171,177226296125515.8,-105.35547914643935
1.69156e-06,-85.0,177228391543900.3,-105.35338121053177
1.69154e-06,-69.612721,177230487011835.38,-105.35128322501409
1.69152e-06,-63.6058863,177232582529322.75,-105.34918518988455
1.6915e-06,-64.2308626,177234678096364.16,-105.34708710514145
1.69148e-06,-85.0,177236773712961.44,-105.34498897078294
1.69146e-06,-74.4386968,177238869379116.28,-105.34289078680733
1.69144e-06,-63.7115852,177240965094830.44,-105.34079255321285
1.69142e-06,-64.9876523,177243060860105.72,-105.33869426999772
1.6914e-06,-68.2879095,177245156674943.84,-105.33659593716018
1.69138e-06,-63.3925643,177247252539346.56,-105.33449755469852
1.69136e-06,-85.0,177249348453315.7,-105.33239912261088
1.69134e-06,-64.5929614,177251444416852.9,-105.3303006408956
1.69132e-06,-85.0,177253540429960.03,-105.32820210955087
1.6913e-06,-65.745315,177255636492638.8,-105.32610352857492
1.69128e-06,-61.8736821,177257732604890.97,-105.32400489796603
1.69126e-06,-62.6215234,177259828766718.3,-105.32190621772239
1.69124e-06,-70.396387,177261924978122.56,-105.31980748784228
1.69122e-06,-85.0,177264021239105.5,-105.31770870832392
1.6912e-06,-85.0,177266117549668.88,-105.31560987916556
1.69118e-06,-85.0,177268213909814.44,-105.31351100036544
1.69116e-06,-65.0577035,177270310319544.0,-105.31141207192174
1.69114e-06,-65.723159,177272406778859.22,-105.30931309383281
1.69112e-06,-73.785684,177274503287761.97,-105.30721406609679
