Acav,S,mu
(-0.0021241302669489756+6.495008980853347e-05j),-43.59056187310729,106.0
(-0.0020761471865390828+0.0014707931283498943j),-38.07229135579157,107.0
(-0.00225784789567495+0.0014321951522591593j),-33.82967091432272,108.0
(-0.0024571915783238975+3.838087508324369e-05j),-32.18126475080412,109.0
(-0.0022741736974307954-0.0010112136978638283j),-21.525353701249472,110.0
(-0.001811137660181619-0.0006732704333013984j),-34.52073964367405,111.0
(-0.0018349293160082694+0.0003806803630642778j),-38.68091942581076,112.0
(-0.002660355032023141+0.0010503631822008034j),-40.436434356004774,113.0
(-0.003277676603118952+0.000909493525221971j),-43.11877255936628,114.0
(-0.002611447195174273+0.0002045301724015701j),-46.21029261770897,115.0
(-0.0013328173383932392-0.00043364387472416023j),-50.81740908169879,116.0
(-0.0010656900174570206-0.00036873170008820466j),-57.7881814770192,117.0
(-0.0021582564768924026+0.0003309073426375629j),-69.27209641262844,118.0
(-0.0033117693997754202+0.0007577040102630702j),-74.40271961287425,119.0
(-0.003327921299640836+0.00033036405532084825j),-66.27419789792924,120.0
(-0.002359081177011462-0.00019735545776036179j),-63.2984540199232,121.0
(-0.001373677988195548+8.431484332008021e-05j),-63.34204145804143,122.0
(-0.0011799449461380768+0.0007322013451619083j),-65.68330255245442,123.0
(-0.0019909099679995008+0.0006247671911099441j),-70.51984814526632,124.0
(-0.00311775127249148-0.00023384753177978104j),-79.13457940928639,125.0
(-0.0033553196590929194-0.0006439860802221808j),-85.0,126.0
(-0.002369139272074516-1.1003490209004265e-05j),-80.73228126115812,127.0
(-0.0013365259134035317+0.0008805840219325292j),-76.15357844306614,128.0
(-0.0015275339925553346+0.0011113055578901318j),-75.04893763797932,129.0
(-0.0024848852062052114+0.0005249464660966799j),-76.37980835442569,130.0
(-0.0028169068764711267-0.00042746087750414796j),-80.09119387209701,131.0
(-0.002324675940665243-0.0009311671645321962j),-85.0,132.0
(-0.00196525264027311-0.00032241053301962033j),-85.0,133.0
(-0.002214984909759171+0.001000635936265559j),-85.0,134.0
(-0.0025461024161250395+0.0016018210553386564j),-85.0,135.0
(-0.0024118587750424124+0.0006253132140018008j),-85.0,136.0
(-0.0020178346568118367-0.0008125961235589822j),-85.0,137.0
(-0.0017878094095722314-0.0009791991852397951j),-85.0,138.0
(-0.0019083095471555287+0.0001453613908532333j),-85.0,139.0
(-0.0024860487229273523+0.001041736128366221j),-85.0,140.0
(-0.0031186270404801267+0.0008579007004707738j),-85.0,141.0
(-0.002911094847664303+0.00018655470852309733j),-85.0,142.0
(-0.0017507943162505721-0.0001766310153803272j),-85.0,143.0
(-0.0009142608632876731-0.00011613415431029114j),-85.0,144.0
(-0.0015959799925672298+0.00014861842376225586j),-85.0,145.0
(-0.0031118143401615093+0.0003779094452712287j),-85.0,146.0
(-0.003624666587363669+0.0003264452374607743j),-85.0,147.0
(-0.0026284021535225993+4.136210755364955e-05j),-85.0,148.0
(-0.0014130846525303908+4.171319671370467e-05j),-85.0,149.0
(-0.0012025462732436895+0.0005438658056927091j),-85.0,150.0
(-0.0019374240366150622+0.0007826155434163442j),-85.0,151.0
(-0.0027824839494086165+8.822028147412097e-05j),-85.0,152.0
(-0.003090777303082955-0.0007630801883172226j),-85.0,153.0
(-0.002656105381611672-0.0004936313106511369j),-85.0,154.0
(-0.0018339389860732706+0.0007361011672088293j),-85.0,155.0
(-0.0015245104078410662+0.001410751476652303j),-85.0,156.0
(-0.0020919668872788487+0.00074764817647978j),-85.0,157.0
(-0.0027107333696195237-0.00042482320721650514j),-85.0,158.0
(-0.002528175625514372-0.0009076730743089309j),-85.0,159.0
(-0.0019525592762029715-0.0003871988200926949j),-85.0,160.0
(-0.002024012344374471+0.0006422645165773646j),-85.0,161.0
(-0.002664346248657045+0.001330521510205196j),-85.0,162.0
(-0.002751433681825972+0.0009637589353744346j),-85.0,163.0
(-0.0020483870979309663-0.00024681927836743496j),-85.0,164.0
(-0.0014987006109652727-0.0009809629097660328j),-85.0,165.0
(-0.0017785892551052968-0.000343825978621614j),-85.0,166.0
(-0.002568669243684037+0.0008111749608677212j),-85.0,167.0
(-0.0031021610418156885+0.0010399325318368802j),-85.0,168.0
(-0.0029234877910024664+0.000308469471784406j),-85.0,169.0
(-0.002069059091838716-0.00022441985062104244j),-85.0,170.0
(-0.0011794571694397423-5.208609020467745e-07j),-85.0,171.0
(-0.001279151557855698+0.0003445546675007607j),-85.0,172.0
(-0.0025419449724199393+0.0002553425715940584j),-85.0,173.0
(-0.003611735240380542+2.459333166504282e-05j),-85.0,174.0
(-0.003162327914682251+3.535554920468778e-05j),-85.0,175.0
(-0.0017210626737335453+0.00025598164331482314j),-85.0,176.0
(-0.0010387254715084934+0.0005527918792169821j),-85.0,177.0
(-0.0017365921125633336+0.0006790228242358913j),-85.0,178.0
(-0.0027200996544902677+0.0002927540517466239j),-85.0,179.0
(-0.0029580804724887947-0.0004981010898905633j),-85.0,180.0
(-0.0025670051458994703-0.0007389192958436757j),-85.0,181.0
(-0.0021033239277160414+0.00022496706569410835j),-85.0,182.0
(-0.001870703861340488+0.001403903558683703j),-85.0,183.0
(-0.001976670743530635+0.0012560222306727173j),-85.0,184.0
(-0.002328669983515214-0.00011108693829199389j),-85.0,185.0
(-0.002483141794539337-0.001070034260605941j),-85.0,186.0
(-0.0021851562121960916-0.0006111470305987627j),-85.0,187.0
(-0.0019888067189224126+0.0005451110053113107j),-85.0,188.0
(-0.002425488931339732+0.0011754346566690303j),-85.0,189.0
(-0.0028889355325175553+0.0009288620117145315j),-85.0,190.0
(-0.002443651560084344+0.00013290714551800374j),-85.0,191.0
(-0.0014785301181693409-0.00058939820401325j),-85.0,192.0
(-0.0013449030363660514-0.0005406430152537376j),-85.0,193.0
(-0.0023443162385436787+0.0002792734900282255j),-85.0,194.0
(-0.0032736465446806186+0.0009454911755001122j),-85.0,195.0
(-0.003110592364110623+0.0006518693750744395j),-85.0,196.0
(-0.0021496050124636843-8.715914037706762e-05j),-85.0,197.0
(-0.001330621764313984-0.00016329515520281204j),-85.0,198.0
(-0.0013057337261179304+0.00036059140915845446j),-85.0,199.0
(-0.0021369614187707023+0.00046583760666151104j),-85.0,200.0
(-0.0031948355193891376-3.145348914072486e-05j),-85.0,201.0
(-0.00338211208151494-0.0002926460033167592j),-85.0,202.0
(-0.002335275619814353+0.00016892818177505965j),-85.0,203.0
(-0.0012057570187860136+0.0007709837660157871j),-85.0,204.0
(-0.0013278614162136482+0.000794995031485313j),-85.0,205.0
(-0.0024260664873714745+0.00026761032952017676j),-85.0,206.0
(-0.003047230776524144-0.00038450112204079775j),-85.0,207.0
(-0.0026420663412366962-0.000664372209952146j),-85.0,208.0
(-0.0020647319505850653-0.00011224026476358761j),-85.0,209.0
(-0.002009420550621544+0.0009879127724913583j),-85.0,210.0
(-0.002202954675264381+0.0014537624149177856j),-85.0,211.0
(-0.0022421254656880274+0.0005162410411430192j),-85.0,212.0
(-0.0021775387760793875-0.0008737962211677475j),-85.0,213.0
(-0.0021511953386672126-0.0010292685453900036j),-85.0,214.0
(-0.002185193954936494+0.00017132131723320888j),-85.0,215.0
(-0.0023914400758961634+0.001202702991949959j),-85.0,216.0
(-0.002734440139530344+0.0010572194729299889j),-85.0,217.0
(-0.0026463891421023545+0.00020935163341240514j),-85.0,218.0
(-0.0018487419672010138-0.0003658953198399892j),-85.0,219.0
(-0.0012095352276593203-0.00036170502090110217j),-85.0,220.0
(-0.0017849190654489508+2.2071835656864137e-05j),-85.0,221.0
(-0.0030987399261456173+0.0005224762775632247j),-85.0,222.0
(-0.003515020139546824+0.000693880213754269j),-85.0,223.0
(-0.00250046147618449+0.00029813757827468803j),-85.0,224.0
(-0.0013223990282375264-8.305750476683937e-05j),-85.0,225.0
(-0.0011931449109258794+0.00012843874529497396j),-85.0,226.0
(-0.002004864055893953+0.0004926604063688572j),-85.0,227.0
(-0.0029180435985289277+0.00023266820007637667j),-85.0,228.0
(-0.0032188077691321405-0.00035947881197313444j),-85.0,229.0
(-0.002690641746963211-0.00023132580036913265j),-85.0,230.0
(-0.001729378185949264+0.0006675668731618002j),-85.0,231.0
(-0.0012659880479361358+0.001143579278181992j),-85.0,232.0
(-0.0018903567886366193+0.0005307061967877796j),-85.0,233.0
(-0.002831670269074603-0.0004423354635639174j),-85.0,234.0
(-0.002910143995807042-0.0007500890396979456j),-85.0,235.0
(-0.002233833110833645-0.00019172340168972508j),-85.0,236.0
(-0.0018847544858662576+0.0007194144239180807j),-85.0,237.0
(-0.0022178592469801364+0.001276470738348259j),-85.0,238.0
(-0.002462623618359454+0.0008839461231400547j),-85.0,239.0
(-0.0021478461912003426-0.00030551285348450076j),-85.0,240.0
(-0.001853031911433197-0.0010658627525134909j),-85.0,241.0
(-0.002077734939017743-0.0004380481235116093j),-85.0,242.0
(-0.0025539243511758253+0.0008850852975304629j),-85.0,243.0
(-0.002799976591536582+0.001325670426113466j),-85.0,244.0
(-0.0026025058637781065+0.0005183336857895777j),-85.0,245.0
(-0.002027276095535465-0.00034844858781768635j),-85.0,246.0
(-0.0014195314778821164-0.0003636304864406428j),-85.0,247.0
(-0.0014957788047882817+8.05154012898771e-05j),-85.0,248.0
(-0.0025540865180438484+0.0003495223611905299j),-85.0,249.0
(-0.003523507800612147+0.0003961036917941125j),-85.0,250.0
(-0.003098872464285399+0.00036866496643023607j),-85.0,251.0
(-0.001673171058709193+0.0002545817540637608j),-85.0,252.0
(-0.0009373340752834846+0.00017282696967464893j),-85.0,253.0
(-0.0016601075797592671+0.0002827100227849679j),-85.0,254.0
(-0.0028170214619671844+0.00027451707519948537j),-85.0,255.0
(-0.0031831231579724-0.00014028219553241988j),-85.0,256.0
(-0.002735140617549133-0.00038107247413693933j),-85.0,257.0
(-0.0020413278317300697+0.00024074777636465844j),-85.0,258.0
(-0.0015737634434847558+0.0011440676544843226j),-85.0,259.0
(-0.0016899995277414631+0.0010273641520263657j),-85.0,260.0
(-0.0023290338828644793-0.00015018235361489196j),-85.0,261.0
(-0.002826978401575121-0.0009789803137495452j),-85.0,262.0
(-0.0025998291486779464-0.000505193475728258j),-85.0,263.0
(-0.002034688514798951+0.0006203809819638951j),-85.0,264.0
(-0.0020234603538283884+0.0012355348718171713j),-85.0,265.0
(-0.00244568193796491+0.0009290707642821873j),-85.0,266.0
(-0.0023995529722158782+6.302078934662614e-05j),-85.0,267.0
(-0.0018416541252066143-0.0007171581194300102j),-85.0,268.0
(-0.0017143767018070908-0.000692527833321657j),-85.0,269.0
(-0.002399560034806304+0.00026934922025849563j),-85.0,270.0
(-0.003044214602147098+0.0011841845057160888j),-85.0,271.0
(-0.00282288413360731+0.000981848531992893j),-85.0,272.0
(-0.002030456506924154-1.0599844596412964e-05j),-85.0,273.0
(-0.0014411616261148065-0.0005072320828410818j),-85.0,274.0
(-0.0015100565622629706-7.628179842638598e-05j),-85.0,275.0
(-0.0022437706373326376+0.00041538393160062045j),-85.0,276.0
(-0.003149951583380304+0.0003344572422614662j),-85.0,277.0
(-0.0033249599995582+0.0001389613953503366j),-85.0,278.0
(-0.0023254810867367743+0.0002840887280949752j),-85.0,279.0
(-0.0011191288265342107+0.0004798430881917267j),-85.0,280.0
(-0.0011704952027915686+0.00038626236393260466j),-85.0,281.0
(-0.0023819187720894295+9.563069764861537e-05j),-85.0,282.0
(-0.0032637069440261657-0.00016800203187961112j),-85.0,283.0
(-0.0029607110634774078-0.0002624387433176268j),-85.0,284.0
(-0.0021223771888970785+6.488201893470474e-05j),-85.0,285.0
(-0.0017162860032159768+0.0008101586484202869j),-85.0,286.0
(-0.0018312381326429778+0.0011841847975109915j),-85.0,287.0
(-0.0021057900415680916+0.0004232531443678761j),-85.0,288.0
(-0.002428781394891346-0.0008021123440947515j),-85.0,289.0
(-0.002601428619944208-0.0009624335347416166j),-85.0,290.0
(-0.002405451545717497+0.0002072671546228586j),-85.0,291.0
(-0.0021491488240464375+0.0012854840508731567j),-85.0,292.0
(-0.0022320564569874583+0.0011505528474660585j),-85.0,293.0
(-0.002385755234682676+0.00021572637370673595j),-85.0,294.0
(-0.0020759224749316687-0.0005209021070423989j),-85.0,295.0
(-0.0016449529391099524-0.0005884826118510514j),-85.0,296.0
(-0.0019908231986857654-6.0192933339226214e-05j),-85.0,297.0
(-0.0029299449170699958+0.0006919085243393751j),-85.0,298.0
(-0.0032154384913675132+0.0010333182340146285j),-85.0,299.0
